Version Name,Segment,Year,Month,Period,Peril,Large Claim,Incurred Cost,Claims Nos,Earned Exposure
Actual,IB APC,2016,12,201612,Non Weather,Attritional,10441622,4177,1051752
Actual,IB APC,2017,1,201701,Non Weather,Attritional,10582732,4233,1052230
Actual,IB APC,2017,2,201702,Non Weather,Attritional,10552859,4221,1054709
Actual,IB APC,2017,3,201703,Non Weather,Attritional,10593890,4238,1060070
Actual,IB APC,2017,4,201704,Non Weather,Attritional,10650064,4260,1061608
Actual,IB APC,2017,5,201705,Non Weather,Attritional,10748992,4300,1072940
Actual,IB APC,2017,6,201706,Non Weather,Attritional,10888679,4355,1088606
Actual,IB APC,2017,7,201707,Non Weather,Attritional,10864193,4346,1081385
Actual,IB APC,2017,8,201708,Non Weather,Attritional,10851418,4341,1088353
Actual,IB APC,2017,9,201709,Non Weather,Attritional,10902727,4361,1089442
Actual,IB APC,2017,10,201710,Non Weather,Attritional,10929844,4372,1091440
Actual,IB APC,2017,11,201711,Non Weather,Attritional,11032033,4413,1105091
Actual,IB APC,2017,12,201712,Non Weather,Attritional,11148435,4459,1108153
Actual,IB APC,2018,1,201801,Non Weather,Attritional,11141456,4457,1110757
Actual,IB APC,2018,2,201802,Non Weather,Attritional,11282622,4513,1125541
Actual,IB APC,2018,3,201803,Non Weather,Attritional,11363152,4545,1131715
Actual,IB APC,2018,4,201804,Non Weather,Attritional,11285672,4514,1135214
Actual,IB APC,2018,5,201805,Non Weather,Attritional,11488597,4595,1144105
Actual,IB APC,2018,6,201806,Non Weather,Attritional,11384135,4554,1134915
Actual,IB APC,2018,7,201807,Non Weather,Attritional,11588612,4635,1153165
Actual,IB APC,2018,8,201808,Non Weather,Attritional,11594756,4638,1151283
Actual,IB APC,2018,9,201809,Non Weather,Attritional,11197572,4479,1119220
Actual,IB APC,2018,10,201810,Non Weather,Attritional,11231523,4493,1124343
Actual,IB APC,2018,11,201811,Non Weather,Attritional,11344590,4538,1131120
Actual,IB APC,2018,12,201812,Non Weather,Attritional,11454335,4582,1136999
Actual,IB APC,2017,3,201703,Non Weather,Large,10575995,4230,1063748
Actual,IB APC,2017,4,201704,Non Weather,Large,10699988,4280,1068230
Actual,IB APC,2017,7,201707,Non Weather,Large,10803996,4322,1089132
Actual,IB APC,2017,8,201708,Non Weather,Large,10902850,4361,1084895
Actual,IB APC,2017,9,201709,Non Weather,Large,10863851,4346,1090897
Actual,IB APC,2017,10,201710,Non Weather,Large,10923804,4370,1098837
Actual,IB APC,2017,11,201711,Non Weather,Large,11077135,4431,1112519
Actual,IB APC,2017,12,201712,Non Weather,Large,11048262,4419,1112660
Actual,IB APC,2018,1,201801,Non Weather,Large,11144402,4458,1114115
Actual,IB APC,2018,2,201802,Non Weather,Large,11272396,4509,1126296
Actual,IB APC,2018,3,201803,Non Weather,Large,11361868,4545,1125660
Actual,IB APC,2018,4,201804,Non Weather,Large,11265394,4506,1136771
Actual,IB APC,2018,5,201805,Non Weather,Large,11464083,4586,1139260
Actual,IB APC,2018,6,201806,Non Weather,Large,11399020,4560,1136934
Actual,IB APC,2018,7,201807,Non Weather,Large,11563254,4625,1156384
Actual,IB APC,2018,8,201808,Non Weather,Large,11509190,4604,1158813
Actual,IB APC,2018,11,201811,Non Weather,Large,11307714,4523,1134851
Plan,IB APC,2018,7,201807,Non Weather,Attritional,8302328,3321,834357
Plan,IB APC,2018,8,201808,Non Weather,Attritional,8413866,3366,838510
Plan,IB APC,2018,9,201809,Non Weather,Attritional,6957397,2783,693609
Plan,IB APC,2018,10,201810,Non Weather,Attritional,6962447,2785,693871
Plan,IB APC,2018,11,201811,Non Weather,Attritional,7062979,2825,703477
Plan,IB APC,2018,12,201812,Non Weather,Attritional,7050957,2820,707607
Plan,IB APC,2019,1,201901,Non Weather,Attritional,7066823,2827,711771
Plan,IB APC,2019,2,201902,Non Weather,Attritional,7171915,2869,719439
Plan,IB APC,2019,3,201903,Non Weather,Attritional,7216907,2887,723496
Plan,IB APC,2019,4,201904,Non Weather,Attritional,7201497,2881,721691
Plan,IB APC,2019,5,201905,Non Weather,Attritional,7331352,2933,731877
Plan,IB APC,2019,6,201906,Non Weather,Attritional,7259646,2904,724066
Plan,IB APC,2019,7,201907,Non Weather,Attritional,7311687,2925,728784
Plan,IB APC,2019,8,201908,Non Weather,Attritional,7414536,2966,740222
Plan,IB APC,2019,9,201909,Non Weather,Attritional,7467154,2987,744308
Plan,IB APC,2019,10,201910,Non Weather,Attritional,7490954,2996,744047
Plan,IB APC,2019,11,201911,Non Weather,Attritional,7450176,2980,744883
Plan,IB APC,2019,12,201912,Non Weather,Attritional,7486558,2995,751338
Plan,IB APC,2018,7,201807,Non Weather,Large,8333381,3333,832099
Plan,IB APC,2018,8,201808,Non Weather,Large,8342102,3337,837498
Plan,IB APC,2018,9,201809,Non Weather,Large,6955471,2782,698706
Plan,IB APC,2018,10,201810,Non Weather,Large,6940986,2776,699959
Plan,IB APC,2018,11,201811,Non Weather,Large,7039124,2816,703109
Plan,IB APC,2018,12,201812,Non Weather,Large,7074923,2830,702613
Plan,IB APC,2019,1,201901,Non Weather,Large,7128271,2851,713134
Plan,IB APC,2019,2,201902,Non Weather,Large,7148737,2859,717538
Plan,IB APC,2019,3,201903,Non Weather,Large,7183953,2874,720974
Plan,IB APC,2019,4,201904,Non Weather,Large,7244543,2898,724785
Plan,IB APC,2019,5,201905,Non Weather,Large,7327645,2931,731009
Plan,IB APC,2019,6,201906,Non Weather,Large,7260402,2904,726165
Plan,IB APC,2019,7,201907,Non Weather,Large,7312946,2925,730210
Plan,IB APC,2019,8,201908,Non Weather,Large,7381174,2952,737494
Plan,IB APC,2019,9,201909,Non Weather,Large,7475968,2990,744756
Plan,IB APC,2019,10,201910,Non Weather,Large,7433098,2973,745016
Plan,IB APC,2019,11,201911,Non Weather,Large,7451294,2981,745485
Plan,IB APC,2019,12,201912,Non Weather,Large,7506546,3003,748197
Plan V2,IB APC,2018,9,201809,Non Weather,Attritional,9014203,3606,904371
Plan V2,IB APC,2018,10,201810,Non Weather,Attritional,9037422,3615,906654
Plan V2,IB APC,2018,11,201811,Non Weather,Attritional,9023194,3609,907814
Plan V2,IB APC,2018,12,201812,Non Weather,Attritional,8990880,3596,905285
Plan V2,IB APC,2019,1,201901,Non Weather,Attritional,9087663,3635,907774
Plan V2,IB APC,2019,2,201902,Non Weather,Attritional,9116233,3646,911250
Plan V2,IB APC,2019,3,201903,Non Weather,Attritional,9143564,3657,912474
Plan V2,IB APC,2019,4,201904,Non Weather,Attritional,9237220,3695,921835
Plan V2,IB APC,2019,5,201905,Non Weather,Attritional,9378401,3751,937937
Plan V2,IB APC,2019,6,201906,Non Weather,Attritional,9421412,3769,938605
Plan V2,IB APC,2019,7,201907,Non Weather,Attritional,9467652,3787,948390
Plan V2,IB APC,2019,8,201908,Non Weather,Attritional,9586624,3835,957963
Plan V2,IB APC,2019,9,201909,Non Weather,Attritional,9667232,3867,959338
Plan V2,IB APC,2019,10,201910,Non Weather,Attritional,9623533,3849,958373
Plan V2,IB APC,2019,11,201911,Non Weather,Attritional,9600873,3840,960756
Plan V2,IB APC,2019,12,201912,Non Weather,Attritional,9593247,3837,956736
Plan V2,IB APC,2018,9,201809,Non Weather,Large,9041931,3617,897228
Plan V2,IB APC,2018,10,201810,Non Weather,Large,9004534,3602,900335
Plan V2,IB APC,2018,11,201811,Non Weather,Large,9081741,3633,904488
Plan V2,IB APC,2018,12,201812,Non Weather,Large,9054809,3622,904501
Plan V2,IB APC,2019,1,201901,Non Weather,Large,9026574,3611,908996
Plan V2,IB APC,2019,2,201902,Non Weather,Large,9114069,3646,908939
Plan V2,IB APC,2019,3,201903,Non Weather,Large,9105446,3642,917083
Plan V2,IB APC,2019,4,201904,Non Weather,Large,9236423,3695,925130
Plan V2,IB APC,2019,5,201905,Non Weather,Large,9378322,3751,939102
Plan V2,IB APC,2019,6,201906,Non Weather,Large,9388514,3755,935716
Plan V2,IB APC,2019,7,201907,Non Weather,Large,9407321,3763,940538
Plan V2,IB APC,2019,8,201908,Non Weather,Large,9594425,3838,958520
Plan V2,IB APC,2019,9,201909,Non Weather,Large,9614760,3846,964551
Plan V2,IB APC,2019,10,201910,Non Weather,Large,9554110,3822,959287
Plan V2,IB APC,2019,11,201911,Non Weather,Large,9571499,3829,956464
Plan V2,IB APC,2019,12,201912,Non Weather,Large,9598418,3839,955220
Actual,IB Main ex APC,2016,1,201601,Non Weather,Attritional,3431978,1373,341639
Actual,IB Main ex APC,2016,2,201602,Non Weather,Attritional,3460146,1384,346418
Actual,IB Main ex APC,2016,3,201603,Non Weather,Attritional,3460053,1384,344888
Actual,IB Main ex APC,2016,4,201604,Non Weather,Attritional,3485067,1394,349194
Actual,IB Main ex APC,2016,5,201605,Non Weather,Attritional,3520219,1408,352609
Actual,IB Main ex APC,2016,6,201606,Non Weather,Attritional,3524734,1410,353358
Actual,IB Main ex APC,2016,7,201607,Non Weather,Attritional,3541585,1417,353588
Actual,IB Main ex APC,2016,8,201608,Non Weather,Attritional,3582435,1433,357675
Actual,IB Main ex APC,2016,9,201609,Non Weather,Attritional,3565619,1426,358789
Actual,IB Main ex APC,2016,10,201610,Non Weather,Attritional,3595698,1438,359433
Actual,IB Main ex APC,2016,11,201611,Non Weather,Attritional,3606039,1442,359077
Actual,IB Main ex APC,2016,12,201612,Non Weather,Attritional,3640649,1456,364651
Actual,IB Main ex APC,2017,1,201701,Non Weather,Attritional,3675635,1470,368005
Actual,IB Main ex APC,2017,2,201702,Non Weather,Attritional,3709922,1484,368936
Actual,IB Main ex APC,2017,3,201703,Non Weather,Attritional,3705774,1482,370708
Actual,IB Main ex APC,2017,4,201704,Non Weather,Attritional,3703337,1481,372303
Actual,IB Main ex APC,2017,5,201705,Non Weather,Attritional,3734456,1494,372261
Actual,IB Main ex APC,2017,6,201706,Non Weather,Attritional,3774316,1510,374816
Actual,IB Main ex APC,2017,7,201707,Non Weather,Attritional,3796600,1519,376869
Actual,IB Main ex APC,2017,8,201708,Non Weather,Attritional,3801096,1520,378255
Actual,IB Main ex APC,2017,9,201709,Non Weather,Attritional,3820679,1528,383634
Actual,IB Main ex APC,2017,10,201710,Non Weather,Attritional,3829845,1532,381240
Actual,IB Main ex APC,2017,11,201711,Non Weather,Attritional,3824445,1530,384841
Actual,IB Main ex APC,2017,12,201712,Non Weather,Attritional,3865371,1546,384730
Actual,IB Main ex APC,2018,1,201801,Non Weather,Attritional,3847321,1539,387305
Actual,IB Main ex APC,2018,2,201802,Non Weather,Attritional,3894117,1558,389799
Actual,IB Main ex APC,2018,3,201803,Non Weather,Attritional,3911552,1565,392713
Actual,IB Main ex APC,2018,4,201804,Non Weather,Attritional,3940727,1576,394337
Actual,IB Main ex APC,2018,5,201805,Non Weather,Attritional,3936439,1575,393318
Actual,IB Main ex APC,2018,6,201806,Non Weather,Attritional,3945689,1578,397440
Actual,IB Main ex APC,2018,7,201807,Non Weather,Attritional,3964878,1586,397036
Actual,IB Main ex APC,2018,8,201808,Non Weather,Attritional,3997581,1599,398496
Actual,IB Main ex APC,2018,9,201809,Non Weather,Attritional,4415496,1766,443977
Actual,IB Main ex APC,2018,10,201810,Non Weather,Attritional,4487132,1795,446867
Actual,IB Main ex APC,2018,11,201811,Non Weather,Attritional,4524180,1810,449329
Actual,IB Main ex APC,2018,12,201812,Non Weather,Attritional,4526859,1811,449385
Actual,IB Main ex APC,2016,1,201601,Non Weather,Large,3420367,1368,341403
Actual,IB Main ex APC,2016,2,201602,Non Weather,Large,3441082,1376,344223
Actual,IB Main ex APC,2016,3,201603,Non Weather,Large,3453679,1381,347449
Actual,IB Main ex APC,2016,4,201604,Non Weather,Large,3473948,1390,347252
Actual,IB Main ex APC,2016,5,201605,Non Weather,Large,3528012,1411,351145
Actual,IB Main ex APC,2016,6,201606,Non Weather,Large,3519137,1408,351628
Actual,IB Main ex APC,2016,7,201607,Non Weather,Large,3544949,1418,351493
Actual,IB Main ex APC,2016,8,201608,Non Weather,Large,3584517,1434,356228
Actual,IB Main ex APC,2016,9,201609,Non Weather,Large,3580809,1432,357624
Actual,IB Main ex APC,2016,10,201610,Non Weather,Large,3626337,1451,359139
Actual,IB Main ex APC,2016,11,201611,Non Weather,Large,3588256,1435,361794
Actual,IB Main ex APC,2016,12,201612,Non Weather,Large,3634226,1454,362763
Actual,IB Main ex APC,2017,1,201701,Non Weather,Large,3666379,1467,365681
Actual,IB Main ex APC,2017,2,201702,Non Weather,Large,3679351,1472,369129
Actual,IB Main ex APC,2017,3,201703,Non Weather,Large,3697871,1479,370093
Actual,IB Main ex APC,2017,4,201704,Non Weather,Large,3724513,1490,373051
Actual,IB Main ex APC,2017,5,201705,Non Weather,Large,3729628,1492,372655
Actual,IB Main ex APC,2017,6,201706,Non Weather,Large,3749735,1500,376451
Actual,IB Main ex APC,2017,7,201707,Non Weather,Large,3783434,1513,379610
Actual,IB Main ex APC,2017,8,201708,Non Weather,Large,3786551,1515,378416
Actual,IB Main ex APC,2017,9,201709,Non Weather,Large,3848162,1539,382470
Actual,IB Main ex APC,2017,10,201710,Non Weather,Large,3806900,1523,381287
Actual,IB Main ex APC,2017,11,201711,Non Weather,Large,3854808,1542,382574
Actual,IB Main ex APC,2017,12,201712,Non Weather,Large,3860880,1544,385693
Actual,IB Main ex APC,2018,1,201801,Non Weather,Large,3875968,1550,385255
Actual,IB Main ex APC,2018,2,201802,Non Weather,Large,3888618,1555,388179
Actual,IB Main ex APC,2018,3,201803,Non Weather,Large,3913632,1565,392401
Actual,IB Main ex APC,2018,5,201805,Non Weather,Large,3946538,1579,394222
Actual,IB Main ex APC,2018,6,201806,Non Weather,Large,3950864,1580,396040
Actual,IB Main ex APC,2018,7,201807,Non Weather,Large,3951823,1581,397787
Actual,IB Main ex APC,2018,8,201808,Non Weather,Large,3996808,1599,401863
Actual,IB Main ex APC,2018,10,201810,Non Weather,Large,4476406,1791,446220
Plan,IB Main ex APC,2018,7,201807,Non Weather,Attritional,2273533,909,228310
Plan,IB Main ex APC,2018,8,201808,Non Weather,Attritional,2294793,918,231295
Plan,IB Main ex APC,2018,9,201809,Non Weather,Attritional,2953656,1181,295972
Plan,IB Main ex APC,2018,10,201810,Non Weather,Attritional,2957059,1183,296155
Plan,IB Main ex APC,2018,11,201811,Non Weather,Attritional,2990646,1196,299097
Plan,IB Main ex APC,2018,12,201812,Non Weather,Attritional,3007091,1203,300308
Plan,IB Main ex APC,2019,1,201901,Non Weather,Attritional,3042517,1217,305131
Plan,IB Main ex APC,2019,2,201902,Non Weather,Attritional,3063934,1226,304885
Plan,IB Main ex APC,2019,3,201903,Non Weather,Attritional,3055413,1222,308496
Plan,IB Main ex APC,2019,4,201904,Non Weather,Attritional,3081763,1233,307741
Plan,IB Main ex APC,2019,5,201905,Non Weather,Attritional,3079210,1232,307817
Plan,IB Main ex APC,2019,6,201906,Non Weather,Attritional,3104292,1242,310036
Plan,IB Main ex APC,2019,7,201907,Non Weather,Attritional,3130988,1252,312948
Plan,IB Main ex APC,2019,8,201908,Non Weather,Attritional,3109245,1244,311549
Plan,IB Main ex APC,2019,9,201909,Non Weather,Attritional,3152082,1261,314001
Plan,IB Main ex APC,2019,10,201910,Non Weather,Attritional,3181023,1272,315894
Plan,IB Main ex APC,2019,11,201911,Non Weather,Attritional,3142264,1257,314628
Plan,IB Main ex APC,2019,12,201912,Non Weather,Attritional,3154311,1262,316376
Plan,IB Main ex APC,2018,7,201807,Non Weather,Large,2279373,912,226231
Plan,IB Main ex APC,2018,8,201808,Non Weather,Large,2311427,925,229699
Plan,IB Main ex APC,2018,9,201809,Non Weather,Large,2949227,1180,296664
Plan,IB Main ex APC,2018,10,201810,Non Weather,Large,2955692,1182,297627
Plan,IB Main ex APC,2018,11,201811,Non Weather,Large,2974088,1190,297376
Plan,IB Main ex APC,2018,12,201812,Non Weather,Large,3019214,1208,300394
Plan,IB Main ex APC,2019,1,201901,Non Weather,Large,3057413,1223,303422
Plan,IB Main ex APC,2019,2,201902,Non Weather,Large,3066608,1227,307097
Plan,IB Main ex APC,2019,3,201903,Non Weather,Large,3062414,1225,308144
Plan,IB Main ex APC,2019,4,201904,Non Weather,Large,3094255,1238,307719
Plan,IB Main ex APC,2019,5,201905,Non Weather,Large,3076122,1230,309036
Plan,IB Main ex APC,2019,6,201906,Non Weather,Large,3104348,1242,309737
Plan,IB Main ex APC,2019,7,201907,Non Weather,Large,3134254,1254,312505
Plan,IB Main ex APC,2019,8,201908,Non Weather,Large,3124710,1250,312377
Plan,IB Main ex APC,2019,9,201909,Non Weather,Large,3142658,1257,314364
Plan,IB Main ex APC,2019,10,201910,Non Weather,Large,3178351,1271,317945
Plan,IB Main ex APC,2019,11,201911,Non Weather,Large,3167136,1267,316155
Plan,IB Main ex APC,2019,12,201912,Non Weather,Large,3162310,1265,315131
Plan V2,IB Main ex APC,2018,9,201809,Non Weather,Attritional,2724179,1090,270615
Plan V2,IB Main ex APC,2018,10,201810,Non Weather,Attritional,2737373,1095,272344
Plan V2,IB Main ex APC,2018,11,201811,Non Weather,Attritional,2723983,1090,272401
Plan V2,IB Main ex APC,2018,12,201812,Non Weather,Attritional,2741998,1097,274641
Plan V2,IB Main ex APC,2019,1,201901,Non Weather,Attritional,2788565,1115,278100
Plan V2,IB Main ex APC,2019,2,201902,Non Weather,Attritional,2797013,1119,281293
Plan V2,IB Main ex APC,2019,3,201903,Non Weather,Attritional,2834387,1134,282233
Plan V2,IB Main ex APC,2019,4,201904,Non Weather,Attritional,2845065,1138,284981
Plan V2,IB Main ex APC,2019,5,201905,Non Weather,Attritional,2855292,1142,285676
Plan V2,IB Main ex APC,2019,6,201906,Non Weather,Attritional,2867188,1147,286066
Plan V2,IB Main ex APC,2019,7,201907,Non Weather,Attritional,2874601,1150,287497
Plan V2,IB Main ex APC,2019,8,201908,Non Weather,Attritional,2925914,1170,289920
Plan V2,IB Main ex APC,2019,9,201909,Non Weather,Attritional,2914324,1166,290720
Plan V2,IB Main ex APC,2019,10,201910,Non Weather,Attritional,2930923,1172,291798
Plan V2,IB Main ex APC,2019,11,201911,Non Weather,Attritional,2948591,1179,296448
Plan V2,IB Main ex APC,2019,12,201912,Non Weather,Attritional,2984561,1194,299165
Plan V2,IB Main ex APC,2018,9,201809,Non Weather,Large,2712297,1085,270660
Plan V2,IB Main ex APC,2018,10,201810,Non Weather,Large,2725070,1090,271439
Plan V2,IB Main ex APC,2018,11,201811,Non Weather,Large,2723956,1090,273008
Plan V2,IB Main ex APC,2018,12,201812,Non Weather,Large,2745239,1098,274994
Plan V2,IB Main ex APC,2019,1,201901,Non Weather,Large,2777696,1111,278782
Plan V2,IB Main ex APC,2019,2,201902,Non Weather,Large,2804690,1122,279216
Plan V2,IB Main ex APC,2019,3,201903,Non Weather,Large,2833843,1134,282716
Plan V2,IB Main ex APC,2019,4,201904,Non Weather,Large,2851789,1141,284002
Plan V2,IB Main ex APC,2019,5,201905,Non Weather,Large,2873072,1149,286361
Plan V2,IB Main ex APC,2019,6,201906,Non Weather,Large,2863063,1145,287809
Plan V2,IB Main ex APC,2019,7,201907,Non Weather,Large,2881142,1152,286944
Plan V2,IB Main ex APC,2019,8,201908,Non Weather,Large,2900168,1160,290393
Plan V2,IB Main ex APC,2019,9,201909,Non Weather,Large,2901385,1161,290760
Plan V2,IB Main ex APC,2019,10,201910,Non Weather,Large,2919336,1168,293283
Plan V2,IB Main ex APC,2019,11,201911,Non Weather,Large,2963908,1186,294684
Plan V2,IB Main ex APC,2019,12,201912,Non Weather,Large,2994683,1198,298360
Actual,Santander,2016,1,201601,Non Weather,Attritional,8923233,3569,885853
Actual,Santander,2016,2,201602,Non Weather,Attritional,8978249,3591,893860
Actual,Santander,2016,3,201603,Non Weather,Attritional,9071325,3629,906287
Actual,Santander,2016,4,201604,Non Weather,Attritional,9030832,3612,899872
Actual,Santander,2016,5,201605,Non Weather,Attritional,9082428,3633,906676
Actual,Santander,2016,6,201606,Non Weather,Attritional,9121994,3649,916936
Actual,Santander,2016,7,201607,Non Weather,Attritional,9184525,3674,914815
Actual,Santander,2016,8,201608,Non Weather,Attritional,9166985,3667,923350
Actual,Santander,2016,9,201609,Non Weather,Attritional,9255875,3702,922891
Actual,Santander,2016,10,201610,Non Weather,Attritional,9319203,3728,932941
Actual,Santander,2016,11,201611,Non Weather,Attritional,9334155,3734,933489
Actual,Santander,2016,12,201612,Non Weather,Attritional,9361677,3745,937401
Actual,Santander,2017,1,201701,Non Weather,Attritional,9512510,3805,948419
Actual,Santander,2017,2,201702,Non Weather,Attritional,9570762,3828,957747
Actual,Santander,2017,3,201703,Non Weather,Attritional,9714981,3886,963782
Actual,Santander,2017,4,201704,Non Weather,Attritional,9737687,3895,975495
Actual,Santander,2017,5,201705,Non Weather,Attritional,9703409,3881,976656
Actual,Santander,2017,6,201706,Non Weather,Attritional,9836907,3935,977540
Actual,Santander,2017,7,201707,Non Weather,Attritional,9819310,3928,982275
Actual,Santander,2017,8,201708,Non Weather,Attritional,9821288,3929,987359
Actual,Santander,2017,9,201709,Non Weather,Attritional,9964433,3986,992055
Actual,Santander,2017,10,201710,Non Weather,Attritional,9966056,3986,989600
Actual,Santander,2017,11,201711,Non Weather,Attritional,9958155,3983,997728
Actual,Santander,2017,12,201712,Non Weather,Attritional,10008878,4004,1000342
Actual,Santander,2018,1,201801,Non Weather,Attritional,10020674,4008,997729
Actual,Santander,2018,2,201802,Non Weather,Attritional,10000892,4000,1000122
Actual,Santander,2018,3,201803,Non Weather,Attritional,10167895,4067,1017719
Actual,Santander,2018,4,201804,Non Weather,Attritional,10223487,4089,1021578
Actual,Santander,2018,5,201805,Non Weather,Attritional,10264887,4106,1029005
Actual,Santander,2018,6,201806,Non Weather,Attritional,10317172,4127,1033746
Actual,Santander,2018,7,201807,Non Weather,Attritional,10357589,4143,1034963
Actual,Santander,2018,8,201808,Non Weather,Attritional,10473649,4189,1043592
Actual,Santander,2018,9,201809,Non Weather,Attritional,7028449,2811,699186
Actual,Santander,2018,10,201810,Non Weather,Attritional,7035213,2814,706703
Actual,Santander,2018,11,201811,Non Weather,Attritional,7082430,2833,707904
Actual,Santander,2018,12,201812,Non Weather,Attritional,7072104,2829,710693
Actual,Santander,2016,1,201601,Non Weather,Large,8910503,3564,886257
Actual,Santander,2016,2,201602,Non Weather,Large,8943911,3578,895600
Actual,Santander,2016,3,201603,Non Weather,Large,9066387,3627,907304
Actual,Santander,2016,5,201605,Non Weather,Large,9097511,3639,903841
Actual,Santander,2016,7,201607,Non Weather,Large,9132122,3653,916695
Actual,Santander,2016,8,201608,Non Weather,Large,9165959,3666,921532
Actual,Santander,2017,1,201701,Non Weather,Large,9523124,3809,943590
Actual,Santander,2017,2,201702,Non Weather,Large,9521747,3809,952352
Actual,Santander,2017,3,201703,Non Weather,Large,9695906,3878,964598
Actual,Santander,2017,6,201706,Non Weather,Large,9823532,3929,980705
Actual,Santander,2017,7,201707,Non Weather,Large,9875493,3950,980597
Actual,Santander,2017,8,201708,Non Weather,Large,9856701,3943,983623
Actual,Santander,2017,9,201709,Non Weather,Large,9942459,3977,991645
Actual,Santander,2017,10,201710,Non Weather,Large,9952971,3981,994230
Actual,Santander,2018,1,201801,Non Weather,Large,9980299,3992,1004336
Actual,Santander,2018,2,201802,Non Weather,Large,10060174,4024,1006330
Actual,Santander,2018,3,201803,Non Weather,Large,10150739,4060,1012128
Actual,Santander,2018,5,201805,Non Weather,Large,10333179,4133,1032765
Actual,Santander,2018,7,201807,Non Weather,Large,10416467,4167,1040034
Actual,Santander,2018,8,201808,Non Weather,Large,10426396,4171,1040985
Actual,Santander,2018,9,201809,Non Weather,Large,6981764,2793,701764
Plan,Santander,2018,7,201807,Non Weather,Attritional,8717120,3487,875560
Plan,Santander,2018,8,201808,Non Weather,Attritional,8784843,3514,880765
Plan,Santander,2018,9,201809,Non Weather,Attritional,9196598,3679,919957
Plan,Santander,2018,10,201810,Non Weather,Attritional,9281779,3713,924222
Plan,Santander,2018,11,201811,Non Weather,Attritional,9349371,3740,926151
Plan,Santander,2018,12,201812,Non Weather,Attritional,9329622,3732,929393
Plan,Santander,2019,1,201901,Non Weather,Attritional,9402727,3761,949455
Plan,Santander,2019,2,201902,Non Weather,Attritional,9536555,3815,955145
Plan,Santander,2019,3,201903,Non Weather,Attritional,9473849,3790,950820
Plan,Santander,2019,4,201904,Non Weather,Attritional,9560446,3824,961164
Plan,Santander,2019,5,201905,Non Weather,Attritional,9595964,3838,960167
Plan,Santander,2019,6,201906,Non Weather,Attritional,9748226,3899,971283
Plan,Santander,2019,7,201907,Non Weather,Attritional,9758163,3903,970260
Plan,Santander,2019,8,201908,Non Weather,Attritional,9806793,3923,986405
Plan,Santander,2019,9,201909,Non Weather,Attritional,9807052,3923,988125
Plan,Santander,2019,10,201910,Non Weather,Attritional,9867915,3947,990991
Plan,Santander,2019,11,201911,Non Weather,Attritional,9941435,3977,995677
Plan,Santander,2019,12,201912,Non Weather,Attritional,9949520,3980,998277
Plan,Santander,2018,7,201807,Non Weather,Large,8707546,3483,872000
Plan,Santander,2018,8,201808,Non Weather,Large,8833266,3533,880987
Plan,Santander,2018,9,201809,Non Weather,Large,9135479,3654,912712
Plan,Santander,2018,10,201810,Non Weather,Large,9231311,3693,926315
Plan,Santander,2018,11,201811,Non Weather,Large,9318591,3727,926242
Plan,Santander,2018,12,201812,Non Weather,Large,9316877,3727,933247
Plan,Santander,2019,1,201901,Non Weather,Large,9425975,3770,942003
Plan,Santander,2019,2,201902,Non Weather,Large,9536171,3814,950298
Plan,Santander,2019,3,201903,Non Weather,Large,9503534,3801,948315
Plan,Santander,2019,4,201904,Non Weather,Large,9560715,3824,959919
Plan,Santander,2019,5,201905,Non Weather,Large,9578317,3831,960909
Plan,Santander,2019,6,201906,Non Weather,Large,9686380,3875,975712
Plan,Santander,2019,7,201907,Non Weather,Large,9731113,3892,977610
Plan,Santander,2019,8,201908,Non Weather,Large,9853401,3941,979889
Plan,Santander,2019,9,201909,Non Weather,Large,9896428,3959,986445
Plan,Santander,2019,10,201910,Non Weather,Large,9854219,3942,991959
Plan,Santander,2019,11,201911,Non Weather,Large,10002969,4001,995043
Plan,Santander,2019,12,201912,Non Weather,Large,10000296,4000,993989
Plan V2,Santander,2018,9,201809,Non Weather,Attritional,7737192,3095,770435
Plan V2,Santander,2018,10,201810,Non Weather,Attritional,7666827,3067,771716
Plan V2,Santander,2018,11,201811,Non Weather,Attritional,7727702,3091,776434
Plan V2,Santander,2018,12,201812,Non Weather,Attritional,7780598,3112,776706
Plan V2,Santander,2019,1,201901,Non Weather,Attritional,7790154,3116,778879
Plan V2,Santander,2019,2,201902,Non Weather,Attritional,7862944,3145,781231
Plan V2,Santander,2019,3,201903,Non Weather,Attritional,7899337,3160,788728
Plan V2,Santander,2019,4,201904,Non Weather,Attritional,7932697,3173,793975
Plan V2,Santander,2019,5,201905,Non Weather,Attritional,7961673,3185,792392
Plan V2,Santander,2019,6,201906,Non Weather,Attritional,8032161,3213,801762
Plan V2,Santander,2019,7,201907,Non Weather,Attritional,7994721,3198,801504
Plan V2,Santander,2019,8,201908,Non Weather,Attritional,8022976,3209,805250
Plan V2,Santander,2019,9,201909,Non Weather,Attritional,8046957,3219,803854
Plan V2,Santander,2019,10,201910,Non Weather,Attritional,8095447,3238,812438
Plan V2,Santander,2019,11,201911,Non Weather,Attritional,8096091,3238,808496
Plan V2,Santander,2019,12,201912,Non Weather,Attritional,8095239,3238,812485
Plan V2,Santander,2018,9,201809,Non Weather,Large,7715185,3086,770006
Plan V2,Santander,2018,10,201810,Non Weather,Large,7716365,3087,772471
Plan V2,Santander,2018,11,201811,Non Weather,Large,7721857,3089,778078
